StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q2_8_TEXT,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_27,Q7_14,Q7_15,Q7_16,Q7_18,Q7_26,Q7_19,Q7_29,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11,Q12,Q12_6_TEXT,Q13,Q14,Q14_3_TEXT,Q15_1_x,Q15_1_y,Q17,Q18,Q18_8_TEXT,Q26,Q26_4_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q24_7_TEXT
2022-03-29 12:05:30,2022-03-29 12:08:42,IP Address,100,191,True,2022-03-29 12:08:42,R_2f4QhqcuFN0xdlf,qr,EN,UTA Transit (incl. UVX Bus),,09:15,12:20,Yes,"Parking availabliity,Cost,Distance,Personal preference",1,2,,,,,,3,,,4,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2726,3053,"Magnolia TX ",Drive alone or with siblings,,Female,,Yes,No,"Family, Home, and Social Sciences",,"Yes, off campus",Bachelor's degree,
2022-03-29 12:08:42,2022-03-29 12:11:01,IP Address,100,139,True,2022-03-29 12:11:01,R_2DYnqajpGQ8NZ1W,qr,EN,Walk,,08:00,22:09,Yes,"Convenience,Distance,Health,Exercise,Personal preference",,,1,,,,,2,3,5,4,,,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2357,2216,"Idaho falls Idaho USA ",Drive alone or with siblings,,Female,,No,No,"Family, Home, and Social Sciences",,No,Master's degree,
2022-03-29 12:10:04,2022-03-29 12:12:28,IP Address,100,144,True,2022-03-29 12:12:28,R_2U0okDGQ2LmAjBS,qr,EN,Dropped off by someone else,,11:06,17:10,Yes,"Parking availabliity,Cost,Convenience,Environmental concerns",2,4,1,,,,,,,,,,,3,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2778,2118,Juneau AK,"Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,Life Sciences,,"Yes, both on and off campus",Doctorate or professional degree,
2022-03-29 12:09:29,2022-03-29 12:13:26,IP Address,100,237,True,2022-03-29 12:13:27,R_2S7Cug6UobiIx7B,qr,EN,Walk,,10:40,18:00,Yes,"Parking availabliity,Convenience,Distance,Exercise,Personal preference",3,,1,,,,,2,,4,5,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1881,2147,"Aurora, Colorado, USA",Drive alone or with siblings,,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Bachelor's degree,
2022-03-29 12:10:57,2022-03-29 12:15:04,IP Address,100,246,True,2022-03-29 12:15:04,R_3QVrjLNs0XrspYB,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:30,15:30,Yes,"Cost,Health,Exercise,Personal preference,Environmental concerns",,2,,,,,,,4,3,5,,,1,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2620,2876,"Alpine, UT, USA",Carpool with peers,,Male,,No,No,Business,,"Yes, on campus",Bachelor's degree,
2022-03-29 12:14:13,2022-03-29 12:15:51,IP Address,100,98,True,2022-03-29 12:15:52,R_3EFOLKzs2Shi2bZ,qr,EN,The Ryde shuttle bus,,21:00,16:00,Yes,Convenience,,,,,,,,,,,,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,California,"Drive alone or with siblings,Carpool with peers",,Female,,Yes,No,Humanities,,"Yes, off campus",Master's degree,
2022-03-29 12:13:29,2022-03-29 12:17:07,IP Address,100,218,True,2022-03-29 12:17:08,R_2S34nc9lZuh2kuL,qr,EN,Walk,,20:55,08:50,Yes,Convenience,,,,,,,,,,,,,,,,Junior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On-campus housing,Heritage Halls,,,,,,,"Draper, Utah","Drive alone or with siblings,School bus",,Male,,No,No,Other/Undeclared,,No,Bachelor's degree,
2022-03-29 12:11:22,2022-03-29 12:17:28,IP Address,100,366,True,2022-03-29 12:17:29,R_4YkC4AFy4SM1gsN,qr,EN,Walk,,08:00,17:00,Yes,"Cost,Distance,Exercise,Personal preference",,2,,,,,,1,,3,4,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off-campus BYU-contracted housing,,,,Provo,,2965,1724,murrieta california,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,Walk",,Female,,Yes,No,Education,,"Yes, on campus",Bachelor's degree,
2022-03-29 12:16:48,2022-03-29 12:19:26,IP Address,100,158,True,2022-03-29 12:19:27,R_1hAT4FSm5ktNwWU,qr,EN,The Ryde shuttle bus,,08:00,17:00,Yes,"Parking availabliity,Cost,Convenience,Mode availabililty,Travel Time",3,1,2,,,,,,,,,5,4,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2821,2386,Idaho,"Drive alone or with siblings,Dropped off by parent or guardian,School bus",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-29 12:15:27,2022-03-29 12:19:34,IP Address,100,246,True,2022-03-29 12:19:35,R_31MeHgNPWOytLB9,qr,EN,Dropped off by someone else,,09:15,17:00,Yes,"Cost,Convenience,Distance,Travel Time",,4,3,,,,,2,,,,,1,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2591,2699,"Washington, Illinois, United States",Drive alone or with siblings,,Female,,Yes,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-29 12:13:02,2022-03-29 12:20:02,IP Address,100,420,True,2022-03-29 12:20:03,R_PHCfZUCk8Ek5PPP,qr,EN,Dropped off by someone else,,09:28,18:00,Yes,"Parking availabliity,Convenience,Mode availabililty",2,,1,,,,,,,,,3,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1800,1685,"Pleasant Grove, UT, United States ",Drive alone or with siblings,,Male,,Yes,No,Business,,"Yes, off campus",Master's degree,
2022-03-29 12:02:37,2022-03-29 12:21:34,IP Address,100,1136,True,2022-03-29 12:21:34,R_2BaFuqJyJ2bG3j8,anonymous,EN,Walk,,09:46,19:30,No,"Parking availabliity,Cost,Distance,Mode availabililty,Travel Time",1,2,,,,,,5,,,,3,4,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1791,1941,"Denver, CO","Drive alone or with siblings,Carpool with peers,School bus",,Female,,No,No,Life Sciences,,"Yes, on campus",No college/post-secondary education,
2022-03-29 12:21:09,2022-03-29 12:26:15,IP Address,100,305,True,2022-03-29 12:26:15,R_yCRyF69W3QxQWo9,qr,EN,Drive alone,,08:30,20:50,Yes,"Parking availabliity,Convenience,Flexibility,Personal preference,Travel Time",3,,1,,,,4,,,,5,,2,,,Freshman,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2461,2301,"Queen Creek, Arizona, USA","Drive alone or with siblings,Carpool with peers",,Male,,No,No,Business,,"Yes, both on and off campus",Doctorate or professional degree,
2022-03-29 12:22:35,2022-03-29 12:27:54,IP Address,100,319,True,2022-03-29 12:27:55,R_3Rdu97bQlV2hQFs,qr,EN,Walk,,21:00,16:30,No,"Convenience,Weather,Distance,Exercise,Travel Time",,,1,,,3,,2,,4,,,5,,,Freshman,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Lexington, Kentucky, USA","Dropped off by parent or guardian,School bus,Walk",,Male,,No,No,Life Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-29 12:25:10,2022-03-29 12:28:53,IP Address,100,222,True,2022-03-29 12:28:53,R_sBSyLlY7rg1qeA1,qr,EN,Walk,,10:35,21:30,Yes,"Parking availabliity,Cost,Distance,Health,Personal preference",2,1,,,,,,3,5,,4,,,,,Sophomore,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2118,2128,"Naperville, Illinois, USA",Drive alone or with siblings,,Male,,No,No,Engineering,,"Yes, off campus",Bachelor's degree,
2022-03-29 12:24:29,2022-03-29 12:29:11,IP Address,100,281,True,2022-03-29 12:29:11,R_2qCd0XlyhKOGqkH,qr,EN,Motorcycle or similar,,07:57,15:29,Yes,"Parking availabliity,Cost,Convenience,Weather,Personal preference",2,1,4,,,5,,,,,3,,,,,Senior,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Orem,,,,The dalles OR,Drive alone or with siblings,,Male,,Yes,No,Engineering,,"Yes, off campus",Some college,
2022-03-29 12:18:14,2022-03-29 12:29:27,IP Address,100,673,True,2022-03-29 12:29:28,R_24zxYsmIGAsEBm9,qr,EN,Walk,,10:30,19:00,Yes,"Parking availabliity,Cost,Distance,Exercise,Environmental concerns",2,3,,,,,,1,,5,,,,4,,Junior,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2599,2156,"Sandy, UT, USA",Drive alone or with siblings,,Female,,No,No,Life Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-29 12:27:03,2022-03-29 12:30:19,IP Address,100,196,True,2022-03-29 12:30:21,R_2ysHixC3ja7t8nm,qr,EN,Drive alone,,07:27,21:28,Yes,"Parking availabliity,Convenience,Flexibility,Distance,Travel Time",5,,1,,,,3,4,,,,,2,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"San Diego California ",Drive alone or with siblings,,Female,,Yes,No,Business,,"Yes, on campus",Some college,
2022-03-29 12:28:02,2022-03-29 12:31:06,IP Address,100,183,True,2022-03-29 12:31:06,R_6Fhn1Soug4mbCq5,qr,EN,Walk,,08:35,14:15,Yes,"Parking availabliity,Cost,Convenience,Distance,Exercise",1,2,5,,,,,4,,3,,,,,,Junior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1985,1932,"Omaha Nebraska ",Drive alone or with siblings,,Female,,No,No,Humanities,,No,Master's degree,
2022-03-29 12:27:31,2022-03-29 12:31:17,IP Address,100,225,True,2022-03-29 12:31:17,R_2ft3WIPG2Q6Z2Nj,qr,EN,"Bicycle, scooter, skateboard, etc.",,07:28,17:28,Yes,"Convenience,Flexibility,Distance,Exercise,Travel Time",,,5,,,,4,1,,3,,,2,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On-campus housing,Wymount Terrace,,,,,,,"Woodbridge, VA USA",Carpool with peers,,Male,,Yes,No,Life Sciences,,No,Associate's degree,
2022-03-29 12:27:06,2022-03-29 12:32:16,IP Address,100,309,True,2022-03-29 12:32:16,R_1QgOA4YQlBJ3u5F,qr,EN,Walk,,09:45,21:27,No,"Cost,Weather,Health,Exercise,Mode availabililty",,2,,,,4,,,3,5,,1,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Woodbridge, VA, USA",Drive alone or with siblings,,Male,,No,No,Humanities,,No,Doctorate or professional degree,
2022-03-29 12:30:50,2022-03-29 12:33:00,IP Address,100,130,True,2022-03-29 12:33:00,R_2YKdRRbgUrjrWGz,qr,EN,Walk,,20:00,16:15,Yes,"Convenience,Health,Exercise,Personal preference",,,1,,,,,,4,3,2,,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2608,2156,"Mesa Arizona ","Drive alone or with siblings,Dropped off by parent or guardian",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-29 12:31:06,2022-03-29 12:34:10,IP Address,100,184,True,2022-03-29 12:34:10,R_2rDD8JDiRQveDnZ,qr,EN,The Ryde shuttle bus,,21:40,20:30,No,"Convenience,Flexibility,Distance,Personal preference,Mode availabililty",,,2,,,,3,5,,,4,1,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2815,2279,"Perry, UT, USA","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Male,,No,No,Engineering,,No,Master's degree,
2022-03-29 12:32:03,2022-03-29 12:35:23,IP Address,100,200,True,2022-03-29 12:35:23,R_2q8J8jJ2WDXjbRi,qr,EN,The Ryde shuttle bus,,07:50,18:00,Yes,"Parking availabliity,Convenience,Distance,Personal preference,Environmental concerns",1,,3,,,,,2,,,5,,,4,,Sophomore,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off-campus BYU-contracted housing,,,,Provo,,2788,2433,"Gilbert, Arizona, United States","Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Bachelor's degree,
2022-03-29 12:25:02,2022-03-29 12:35:37,IP Address,100,634,True,2022-03-29 12:35:37,R_2VDYQ1pYNxWemuO,qr,EN,The Ryde shuttle bus,,08:28,18:00,Yes,"Parking availabliity,Cost,Convenience,Distance,Travel Time",2,4,1,,,,,3,,,,,5,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2360,2369,"Quincy, California, USA","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,Walk",,Female,,No,No,Engineering,,"Yes, on campus",Associate's degree,
2022-03-29 12:32:49,2022-03-29 12:35:58,IP Address,100,189,True,2022-03-29 12:35:58,R_3QE3dJVMsGqTsfi,qr,EN,Walk,,08:00,17:00,Yes,"Convenience,Distance",,,2,,,,,1,,,,,,,,Freshman,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Plain City, Utah",Drive alone or with siblings,,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-29 12:34:29,2022-03-29 12:37:29,IP Address,100,180,True,2022-03-29 12:37:30,R_3fwyqpMkAJDV2fh,qr,EN,The Ryde shuttle bus,,07:15,16:30,No,"Cost,Convenience,Distance",,3,1,,,,,2,,,,,,,,Freshman,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1928,1310,"California ",Dropped off by parent or guardian,,Male,,No,No,Engineering,,No,Master's degree,
2022-03-29 12:34:03,2022-03-29 12:37:38,IP Address,100,215,True,2022-03-29 12:37:38,R_XvOz8YrDdIpmpwJ,qr,EN,Drive alone,,12:01,21:30,Yes,Travel Time,,,,,,,,,,,,,,,,Senior,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Other (specify):,Spanish Fork,,,"West Jordan, Utah",Drive alone or with siblings,,Male,,Yes,No,Business,,"Yes, on campus",Associate's degree,
2022-03-29 12:34:32,2022-03-29 12:40:04,IP Address,100,332,True,2022-03-29 12:40:05,R_2WBhx1PO5Ve1VPq,qr,EN,The Ryde shuttle bus,,08:30,14:00,No,"Cost,Convenience,Weather,Mode availabililty,Travel Time",,4,2,,,5,,,,,,1,3,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2039,1419,"Clarksville,Tennessee,USA","Drive alone or with siblings,Carpool with peers,School bus",,Male,,No,No,Fine Arts and Communications,,"Yes, off campus",Master's degree,
2022-03-29 12:40:17,2022-03-29 12:44:03,IP Address,100,226,True,2022-03-29 12:44:04,R_22Dg5HzIelc9xcF,qr,EN,Drive alone,,08:00,15:30,Yes,Distance,,,,,,,,,,,,,,,,Faculty/Staff,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,,,,"Owned, Single Family",Other (specify):,Elk Ridge,,,"Atlanta, Texas, USA",Drive alone or with siblings,,Male,,Yes,"Yes, more than 1",,Other,,Master's degree,
2022-03-29 12:39:39,2022-03-29 12:44:07,IP Address,100,268,True,2022-03-29 12:44:07,R_wMYJHR8fC91zQMF,qr,EN,UTA Transit (incl. UVX Bus),,08:05,16:30,Yes,"Cost,Convenience,Mode availabililty",,3,2,,,,,,,,,1,,,,Senior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2109,2859,"Sandy, UT","Drive alone or with siblings,Carpool with peers",,Male,,Yes,No,Life Sciences,,"Yes, off campus",Doctorate or professional degree,
2022-03-29 12:24:19,2022-03-29 12:50:00,IP Address,100,1541,True,2022-03-29 12:50:01,R_1jvRM3RTj0eOId3,qr,EN,Walk,,08:10,14:45,No,"Parking availabliity,Cost,Convenience,Distance,Environmental concerns",5,3,4,,,,,1,,,,,,2,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2335,2216,"Rexburg, Idaho, USA","Drive alone or with siblings,School bus,Bicycle, scooter, skateboard, etc.,Walk",,Male,,No,No,Life Sciences,,"Yes, off campus",Master's degree,
2022-03-29 12:39:54,2022-03-29 12:50:38,IP Address,100,643,True,2022-03-29 12:50:38,R_2ffBqkRSOJAZ4uL,qr,EN,Walk,,10:30,16:00,No,"Cost,Convenience,Flexibility,Mode availabililty",,4,2,,,,3,,,,,1,,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1867,1722,"Huntsville, AL","Drive alone or with siblings,Carpool with peers,School bus",,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Bachelor's degree,
2022-03-29 12:56:29,2022-03-29 12:58:00,IP Address,100,90,True,2022-03-29 12:58:00,R_aWXxgzOnioqW6TT,qr,EN,Walk,,10:00,17:56,No,Cost,,,,,,,,,,,,,,,,Sophomore,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1928,1867,Laie,Drive alone or with siblings,,Male,,No,No,Life Sciences,,,,
2022-03-29 12:07:57,2022-03-29 12:58:53,IP Address,100,3056,True,2022-03-29 12:58:54,R_28XTazwWyihkoAZ,qr,EN,Drive alone,,12:00,13:00,Yes,"Convenience,Flexibility,Distance,Personal preference,Travel Time",,,3,,,,1,4,,,5,,2,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Orem,,,,"Orem, UT USA","Drive alone or with siblings,Dropped off by parent or guardian",,Male,,No,No,Engineering,,"Yes, off campus",Bachelor's degree,
2022-03-29 12:57:33,2022-03-29 12:59:40,IP Address,100,127,True,2022-03-29 12:59:41,R_2ByPXAj2SCF0V7M,qr,EN,UTA Transit (incl. UVX Bus),,,16:00,No,"Cost,Convenience",,1,2,,,,,,,,,,,,,Junior,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2263,2416,Mi,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus",,Male,,No,No,Engineering,,"Yes, on campus",Bachelor's degree,
2022-03-29 12:54:35,2022-03-29 12:59:40,IP Address,100,305,True,2022-03-29 12:59:41,R_3HpkHy7fI6kl80i,qr,EN,Other (specify):,"Walk when I’m coming from my dorm. Drive if I come from salt lake. ",07:00,17:00,Yes,"Parking availabliity,Convenience,Weather,Distance,Travel Time",1,,5,,,4,,2,,,,,3,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,Salt Lake City,"Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,Fine Arts and Communications,,"Yes, off campus",Master's degree,
2022-03-29 12:55:29,2022-03-29 13:00:23,IP Address,100,294,True,2022-03-29 13:00:23,R_1eqJQLbqdAx7SlB,qr,EN,Walk,,09:00,20:00,Yes,"Parking availabliity,Cost,Convenience,Distance,Personal preference",3,2,5,,,,,4,,,1,,,,,Graduate student,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1990,1734,"South Africa ","Drive alone or with siblings,Dropped off by parent or guardian",,Male,,No,No,Life Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-29 12:57:30,2022-03-29 13:00:48,IP Address,100,197,True,2022-03-29 13:00:49,R_1MMxxmXyetYQykp,qr,EN,Walk,,12:50,15:15,Yes,"Parking availabliity,Cost,Distance,Personal preference,Travel Time",1,5,,,,,,2,,,3,,4,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2093,2187,"Salem, Oregon, USA","Drive alone or with siblings,School bus,Walk",,Male,,No,No,Other/Undeclared,,"Yes, on campus",Doctorate or professional degree,
2022-03-29 13:03:11,2022-03-29 13:06:00,IP Address,100,169,True,2022-03-29 13:06:03,R_1pQGQjVFereYWRI,qr,EN,Drive alone,,10:00,14:00,Yes,"Parking availabliity,Distance",1,,,,,,,2,,,,,,,,Faculty/Staff,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,,,,"Renting, Single Family",Other (specify):,"Spanish Fork ",,,Anchorage Alaska USA,Walk,,Male,,No,No,,Other,,Bachelor's degree,
2022-03-29 13:03:57,2022-03-29 13:06:35,IP Address,100,157,True,2022-03-29 13:06:36,R_2dgdu1IeoBoqsr4,qr,EN,Walk,,10:00,18:00,Yes,"Parking availabliity,Convenience,Flexibility,Distance",2,,1,,,,4,3,,,,,,,,Freshman,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2348,2319,"Rupert, ID, USA",Drive alone or with siblings,,Male,,No,No,Business,,No,Doctorate or professional degree,
2022-03-29 13:05:03,2022-03-29 13:08:09,IP Address,100,185,True,2022-03-29 13:08:09,R_RjX95oAqCrn0FC9,qr,EN,Drive alone,,09:00,17:05,Yes,"Convenience,Flexibility,Distance,Personal preference",,,2,,,,1,3,,,4,,,,,Senior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1665,1113,"Sandy, Utah, USA",Drive alone or with siblings,,Female,,No,No,Fine Arts and Communications,,"Yes, both on and off campus",Doctorate or professional degree,
2022-03-29 13:03:07,2022-03-29 13:09:39,IP Address,100,391,True,2022-03-29 13:09:39,R_2vYMYxUbiJzt6LC,qr,EN,Walk,,10:45,15:00,Yes,"Parking availabliity,Convenience,Distance,Travel Time,Environmental concerns",5,,2,,,,,3,,,,,1,4,,Senior,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2621,2065,"Salt Lake City, Utah, USA","School bus,Walk",,Female,,No,No,Humanities,,"Yes, on campus",Master's degree,
2022-03-29 13:05:09,2022-03-29 13:10:46,IP Address,100,336,True,2022-03-29 13:10:46,R_2UY3XZhmTiESkR3,qr,EN,Walk,,21:25,13:47,No,"Parking availabliity,Convenience",2,,1,,,,,,,,,,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2431,2298,,"Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,Business,,"Yes, on campus",Master's degree,
2022-03-29 13:03:36,2022-03-29 13:10:52,IP Address,100,435,True,2022-03-29 13:10:52,R_Apbzn0GAetpnkml,qr,EN,UTA Transit (incl. UVX Bus),,07:30,20:30,Yes,"Cost,Distance",,1,,,,,,2,,,,,,,,Freshman,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Non-BYU-contracted housing (including with family),,,,Other (specify):,,,,"Chino, CA, USA",Drive alone or with siblings,,Male,,No,No,Business,,"Yes, on campus",Some college,
2022-03-29 13:08:42,2022-03-29 13:11:28,IP Address,100,166,True,2022-03-29 13:11:29,R_22EyoguGkBJ3upK,qr,EN,Dropped off by someone else,,09:50,17:30,Yes,"Parking availabliity,Convenience,Distance,Travel Time",3,,2,,,,,4,,,,,1,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1384,2209,Plano Texas,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Female,,Yes,No,"Family, Home, and Social Sciences",,"Yes, on campus",Bachelor's degree,
